subscribed_by_list_owner_message.txt;Need Help? Contact:;Brauchen Sie Hilfe? Kontakt:;;;;
subscribed_by_list_owner_message.txt;Check out your Profile to update your subscription information:;Schauen Sie sich Ihr Profil an um Ihre Aboeinstellungen zu aktualisieren:;;;;
subscribed_by_list_owner_message.txt;Profile Login:;Profil Login:;;;;
subscribed_by_list_owner_message.txt;Unsubscribe:;Abmelden:;;;;
subscribed_by_list_owner_message.txt;"Unsubscribe links (like this one) do expire, so look for the freshest
 unsubscribe links in the mailing list messages you receive.";Abmelde-Links (wie dieser) verfallen. Verwenden Sie daher bitte immer den aktuellesten Link z. B. in der zuletzt erhaltenen E-Mail der Mailing-Liste.;;;;
subscribed_by_list_owner_message.txt;Privacy Policy:;Datenschutzerklärung:;;;;
subscribed_by_list_owner_message.txt;Physical Address:;Kontakt:;;;;
subscribed_by_list_owner_message.txt;Thanks!;Vielen Dank!;;;;
subscribed_message.txt;You're Subscribed!;Du bist Abonnent!;;;;
subscribed_message.txt;Welcome to <!-- tmpl_var list_settings.list_name -->;Willkommen bei <!-- tmpl_var list_settings.list_name -->;;;;
subscribed_message.txt;Hello!;Guten Tag,;;;;
subscribed_message.txt;Your mailing list subscription for the address,;Ihr Abonnement mit der Adresse:;;;;
subscribed_message.txt;to the mailing list:;für die Mailing-Liste:;;;;
subscribed_message.txt;is complete. Thanks for subscribing!;ist erfolgreich abgeschlossen. Danke fürs Abonnieren!;;;;
subscribed_message.txt;This mailing list is a group discussion list <!-- tmpl_if list_settings.enable_moderation -->(moderated)<!-- tmpl_else -->(unmoderated)<!-- /tmpl_if -->. You may start a new thread, by sending an email message to, <!-- tmpl_var list_settings.discussion_pop_email -->;Diese Mailing-Liste ist eine Gruppendiskussions-Liste <!-- tmpl_if list_settings.enable_moderation -->(moderiert)<!-- tmpl_else -->(unmoderiert)<!-- /tmpl_if -->. Sie können eine E-Mail darüber versenden, indem Sie eine E-Mail an <!-- tmpl_var list_settings.discussion_pop_email --> senden.;;;;
subscribed_message.txt;This mailing list is an announce-only mailing list;Diese Mailing-Liste ist eine Ankündigungs-Mailingliste (Newsletter).;;;;
subscribed_message.txt;Please save this email message for future reference.;Bitte speichern Sie diese E-Mail-Nachricht um im Bedarfsfall darauf zurückgreifen zu können.;;;;
subscribed_message.txt;Date of this subscription:;Datum des Abonnements:;;;;
subscribed_message.txt;Need Help? Contact:;Brauchen Sie Hilfe? Kontakt:;;;;
subscribed_message.txt;Unsubscribe:;Abmelden:;;;;
subscribed_message.txt;"Unsubscribe links (like this one) do expire, so look for the freshest
 unsubscribe links in the mailing list messages you receive.";Abmelde-Links (wie dieser) verfallen. Verwenden Sie daher bitte immer den aktuellesten Link z. B. in der zuletzt erhaltenen E-Mail der Mailing-Liste.;;;;
subscribed_message.txt;Check out your Profile to update your subscription information:;Schauen Sie sich Ihr Profil Ihre Abo-Informationen zu aktualisieren:;;;;
subscribed_message.txt;Profile Login:;Profil Anmelden:;;;;
subscribed_message.txt;Username:;Benutzername:;;;;
subscribed_message.txt;Password:;Passwort:;;;;
subscribed_message.txt;Privacy Policy:;Datenschutzerklärung:;;;;
subscribed_message.txt;Physical Address:;Physikalische Adresse:;;;;
subscribed_message.txt;Thanks!;Vielen Dank!;;;;
subscribed_message.html;(moderated);(Moderiert);;;;
subscribed_message.html;(unmoderated);(Unmoderated);;;;
subscribed_message.html;You may start a new thread, by sending an email message to,;Sie können einen neuen Thread starten, indem Sie eine E-Mail-Nachricht zu senden,;;;;
subscribed_message.html;Click Here to Visit your Profile;Klicken Sie hier, um Ihr Profil zu besuchen;;;;
subscribed_message.html;Privacy Policy for;Datenschutzerklärung für;;;;
subscribed_message.html;Need Help? Contact:;Brauche Hilfe? Kontakt:;;;;
subscribed_message.html;Remove yourself;entfernen Sie sich;;;;
subscribed_message.html;Unsubscribe links (like this one) do expire, so look for the freshest;Abmelde-Links (wie dieser) verfallen. Verwenden Sie daher bitte immer den aktuellesten Link ;;;;
subscribed_message.html;unsubscribe links in the mailing list messages that you will receive.;z. B. in der zuletzt erhaltenen E-Mail der Mailing-Liste.;;;;
subscribed_message.html;Congratulations!;Glückwünsch!;;;;
subscribed_message.html;you are now a member of;Sie sind jetzt Mitglied der Mailing-Liste:;;;;
subscribed_message.html;This mailing list is a group discussion list;Diese Mailing-Liste ist eine Gruppendiskussions-Liste;;;;
subscription_approval_request_message.txt;<!-- tmpl_var subscriber.email --> would like to subscribe to: <!-- tmpl_var list_settings.list_name -->;<!-- tmpl_var subscriber.email --> möchte <!-- tmpl_var list_settings.list_name --> abonnieren;;;;
subscription_approval_request_message.txt;Hello,;Guten Tag,;;;;
subscription_approval_request_message.txt;The following email address:;die folgende E-Mail-Adresse:;;;;
subscription_approval_request_message.txt;Would like to subscribe to:;Möchte die folgende Mailing-Liste abonnieren:;;;;
subscription_approval_request_message.txt;To approve this subscription, follow this link:;Um das Abonnement zu genehmigen, folgen Sie diesem Link:;;;;
subscription_approval_request_message.txt;To deny this subscription, follow this link:;Um dieses Abonnement verweigern, folgen Sie diesem Link:;;;;
subscription_approval_request_message.txt;List Owner;Listen-Inhaber;;;;
subscription_approval_request_message.html;Subscription Request;Anfrage für Abonnement;;;;
subscription_approval_request_message.html;would like to be subscribed to;möchte folgende Litste abonnieren;;;;
subscription_approval_request_message.html;Approve;Genehmigen;;;;
subscription_approval_request_message.html;Deny;Verweigern;;;;
subscription_request_denied_message.txt;Mailing List Subscription Request - Denied.;Mailing-Listen Abonnement wurde verweigert.;;;;
subscription_request_denied_message.txt;Hello,;Guten Tag,;;;;
subscription_request_denied_message.txt;You've recently have asked to be subscribed to:;Sie haben ein Abonnement für folgende Mailing-Liste angefragt:;;;;
subscription_request_denied_message.txt;This subscription request has been denied by the List Owner.;Der Listen-Inhaber hat die Anfrage für das Abonnement leider abgelehnt.;;;;
unsubscribed_because_of_bouncing.txt;Unsubscribed from: <!-- tmpl_var list_settings.list_name --> because of excessive bouncing;Abgemeldet von: <!-- tmpl_var list_settings.list_name --> wegen häufiger Zustellfehler;;;;
unsubscribed_because_of_bouncing.txt;This is a notice that your email address:;Dies ist ein Hinweis, dass Ihre E-Mail-Adresse;;;;
unsubscribed_because_of_bouncing.txt;has been unsubscribed from:;von folgender Mailing-Liste abgemeldet wurde:;;;;
unsubscribed_because_of_bouncing.txt;"Because your email address has been bouncing messages sent to it, 
originating from this list.";Nachrichten der Mailing-Liste an Ihre E-Mail-Adresse wurde zu häufig nicht zugestellt und sind als unzustellbar an uns zurück gekommen.;;;;
unsubscribed_because_of_bouncing.txt;"If this is in error, please re-subscribe to this list, by following 
this link:";Wenn dies fehlerhaft ist, abonnieren Sie diese Mailing-Liste bitte erneut, indem Sie diesem Link folgen:;;;;
unsubscribed_because_of_bouncing.txt;If you have any questions, please email the list owner of this list at:;Wenn Sie Fragen oder Probleme haben, können Sie den Listen-Inhaber dieser Liste per E-Mail kontaktieren:;;;;
unsubscribed_because_of_bouncing.txt;for more information.;für mehr Informationen.;;;;
unsubscribed_by_list_owner_message.txt;Unsubscribed from <!-- tmpl_var list_settings.list_name -->;Abgemeldet von: <!-- tmpl_var list_settings.list_name -->;;;;
unsubscribed_by_list_owner_message.txt;Hello,;Guten Tag,;;;;
unsubscribed_by_list_owner_message.txt;Your email address,;die folgende E-Mail-Adresse:;;;;
unsubscribed_by_list_owner_message.txt;has been removed from the mailing list:;wurde aus Mailing-Liste gelöscht:;;;;
unsubscribed_by_list_owner_message.txt;Date of this removal:;Datum des Löschvorgangs:;;;;
unsubscribed_message.txt;Farewell from <!-- tmpl_var list_settings.list_name -->;Abschiedsgruß von <!-- tmpl_var list_settings.list_name -->;;;;
unsubscribed_message.txt;The removal of the email address:;Das löschen der E-Mail-Adresse:;;;;
unsubscribed_message.txt;from the mailing list:;aus der folgenden Mailing-Liste:;;;;
unsubscribed_message.txt;is complete.;ist abgeschlossen.;;;;
unsubscribed_message.txt;You may wish to save this email message for future reference.;Sofern Sie möchten, können Sie diese E-Mail-Nachricht als zukünftige Referenz behalten. ;;;;
unsubscribed_message.txt;Date of this removal:;Datum des Löschvorgangs:;;;;
unsubscribed_message.txt;"You may re-subscribe to this list at any time by 
visiting the following URL:";Sie können die Mailing-Liste jederzeit erneut abonnieren indem Sie diesem Link folgen:;;;;
unsubscribed_message.txt;If you're still having trouble, please contact the List Owner at:;Wenn Sie Fragen oder Probleme haben, können Sie den Mailing-Listen-Inhaber dieser Mailing-Liste per E-Mail kontaktieren:;;;;
unsubscribed_message.txt;The following physical address is associated with this mailing list:;Der folgende Kontakt ist für die Mailing-Liste verantwortlich:;;;;
unsubscribed_message.html;Farewell!;Abschiedsgruß!;;;;
unsubscribed_message.html;You have removed been from;Sie wurden erfolgreich von folgender Mailing-Liste gelöscht:;;;;
unsubscribed_message.html;Date of Removal:;Datum des Löschvorgangs:;;;;
unsubscribed_message.html;Thanks for having been a subscriber.;Vielen Dank, dass Sie Teil dieser Mailing-Liste waren.;;;;
unsubscribed_message.html;Revisit;Besuchen Sie uns gerne wieder.;;;;
unsubscription_approval_request_message.txt;<!-- tmpl_var subscriber.email --> would like to be removed from <!-- tmpl_var list_settings.list_name -->;<!-- tmpl_var subscriber.email --> möchte aus der Mailing-Liste <!-- tmpl_var list_settings.list_name --> gelöscht werden;;;;
unsubscription_approval_request_message.txt;The following email address:;die folgende E-Mail-Adresse:;;;;
unsubscription_approval_request_message.txt;Would like to be REMOVED from: ;möchte aus folgender Mailing-Liste gelöscht werden:;;;;
unsubscription_approval_request_message.txt;To approve this unsubscription, follow this link:;Um die Abmeldung zu genehmigen folgen Sie bitte diesem Link:;;;;
unsubscription_approval_request_message.txt;To deny this unsubscription, follow this link:;Um die Abmeldung zu verweigern folgen Sie bitte diesem Link:;;;;
unsubscription_approval_request_message.html;Removal Request;Antrag auf Entfernung aus Mailing-Liste;;;;
unsubscription_approval_request_message.html;would like to be REMOVED from;möchte aus folgenden Mailing-Listen gelöscht werden:;;;;
unsubscription_approval_request_message.html;Approve;Genehmigen;;;;
unsubscription_approval_request_message.html;Deny;Verweigern;;;;
unsubscription_notice_message.txt;<!-- tmpl_var list_settings.list_name --> List Control Panel Unsubscriptions;<!-- tmpl_var list_settings.list_name --> Listenverwaltung Abmeldungen;;;;
unsubscription_notice_message.txt;The following addresses have been Unsubscribed from, <!-- tmpl_var list_settings.list_name -->:;Die folgenden E-Mail-Adressen haben sich von der Mailing-Liste: <!-- tmpl_var list_settings.list_name --> abgemeledet:;;;;
unsubscription_request_approved_message.txt;Farewell from <!-- tmpl_var list_settings.list_name -->;Abschiedsgruß von <!-- tmpl_var list_settings.list_name -->;;;;
unsubscription_request_approved_message.txt;The removal of the email address:;Das löschen der E-Mail-Adresse:;;;;
unsubscription_request_approved_message.txt;from the mailing list:;aus der folgenden Mailing-Liste:;;;;
unsubscription_request_approved_message.txt;is complete.;ist abgeschlossen.;;;;
unsubscription_request_approved_message.txt;You may wish to save this email message for future reference.;Sofern Sie möchten, können Sie diese E-Mail-Nachricht als zukünftige Referenz behalten. ;;;;
unsubscription_request_approved_message.txt;Date of this removal:;Datum des Löschvorgangs:;;;;
unsubscription_request_approved_message.txt;"You may re-subscribe to this list at any time by 
visiting the following URL:";Sie können die Mailing-Liste jederzeit erneut abonnieren indem Sie diesem Link folgen:;;;;
unsubscription_request_approved_message.txt;If you're still having trouble, please contact the List Owner at:;Wenn Sie Fragen oder Probleme haben, können Sie den Mailing-Listen-Inhaber dieser Mailing-Liste per E-Mail kontaktieren:;;;;
unsubscription_request_approved_message.txt;The following physical address is associated with this mailing list:;Der folgende Kontakt ist für die Mailing-Liste verantwortlich:;;;;
unsubscription_request_denied_message.txt;<!-- tmpl_var list_settings.list_name --> Mailing List Unsubscription Request - Denied.;<!-- tmpl_var list_settings.list_name --> Abmeldung von Mailing-Liste verweigert;;;;
unsubscription_request_denied_message.txt;Hello!;Guten Tag,;;;;
unsubscription_request_denied_message.txt;You've recently have asked to be removed from:;Sie haben die Löschung aus folgender Mailing-Liste angefragt:;;;;
unsubscription_request_denied_message.txt;This unsubscription request has been denied by the List Owner.;Der Austrittsantrag wurde vom Listen-Inhaber verweigert.;;;;
unsubscription_request_message.txt;Hello,;Guten Tag,;;;;
unsubscription_request_message.txt;Please use this link:;bitte verwenden Sie diesen Link:;;;;
unsubscription_request_message.txt;to remove:;um die E-Mail-Adresse:;;;;
unsubscription_request_message.txt;from the following list:;aus der folgenden Mailing-Liste zu löschen:;;;;
unsubscription_request_message.txt;To contact the owner of this email list, please use the address below:;Um den Inhaber der Mailing-Liste zu kontaktieren, verwenden Sie bitte die unten angegebene Adresse:;;;;
unsubscription_request_message.txt;The following physical address is associated with this mailing list:;Der folgende Kontakt ist für die Mailing-Liste verantwortlich:;;;;
you_are_already_subscribed_message.txt;<!-- tmpl_var list_settings.list_name --> - You Are Already Subscribed;<!-- tmpl_var list_settings.list_name --> Mailing-Liste bereits abonniert;;;;
you_are_already_subscribed_message.txt;Hello,;Guten Tag,;;;;
you_are_already_subscribed_message.txt;This message has been sent to you because a request to subscribe:;diese Nachricht wurde an Sie gesendet, da eine Anfrage vorliegt die folgende E-Mail-Adresse:;;;;
you_are_already_subscribed_message.txt;to the list:;zur Mailing-Liste:;;;;
you_are_already_subscribed_message.txt;"was just made. This email address is actually already subscribed, 
so you do not have to subscribe again. This message has been sent 
to protect your privacy and only allow this information to be 
available to you.";aufzunehmen. Diese E-Mail-Adresse hat die Mailing-Liste eigentlich bereits abonniert, daher müssen Sie sich nicht noch einmal anmelden. Diese Nachricht wurde zum Schutz Ihrer Daten gesendet und dient zur Information.;;;;
you_are_already_subscribed_message.txt;To contact the owner of this email list, please use the address below:;Um den Besitzer der E-Mail-Mailing-Liste zu kontaktieren, benutzen Sie bitte die unten angegebene E-Mail-Adresse:;;;;
you_are_not_subscribed_message.txt;<!-- tmpl_var list_settings.list_name --> - You Are Not Subscribed;<!-- tmpl_var list_settings.list_name --> - Sie haben die Mailing-Liste nicht abonniert;;;;
you_are_not_subscribed_message.txt;Hello,;Guten Tag,;;;;
you_are_not_subscribed_message.txt;This message has been sent to you because a request to remove:;diese Nachricht wurde an Sie gesendet, da wir eine Anfrage erhalten haben die folgende E-Mail-Adresse:;;;;
you_are_not_subscribed_message.txt;from the list:;aus der Mailing-Liste:;;;;
you_are_not_subscribed_message.txt;was just made. This email address is actually not currently subscribed.;zu löschen. Diese E-Mail-Adresse hat die Mailing-Liste momentan jedoch nicht abonniert.;;;;
you_are_not_subscribed_message.txt;"This message has been sent to protect your privacy and only allow this information to be 
available to you.";Diese Nachricht wurde zum Schutz Ihrer Daten gesendet und dient zur Information.;;;;
you_are_not_subscribed_message.txt;To contact the owner of this email list, please use the address below:;Um den Inhaber der Mailing-Liste zu kontaktieren, verwenden Sie bitte die unten angegebene Adresse:;;;;
footer.html;Contact;Kontakt;;;;
footer.html;Connect;Social Media;;;;
footer.html;Facebook;Facebook;;;;
footer.html;Youtube;Youtube;;;;
footer.html;Twitter;Twitter;;;;
footer.html;Google+;Google+;;;;
privacy_policy_block.html;Your privacy is important:;Ihre Privatsphäre ist uns wichtig:;;;;
privacy_policy_block.html;"This email is part of our <strong>Closed-Loop Opt-In</strong> system and was sent to protect 
the privacy of the owner of this email address (that's you!). Closed-Loop Opt-In confirmation 
helps guarantee that only the owner of an email address can subscribe themselves
to this mailing list.";"Diese E-Mail ist Teil der doppelten Bestätigung und wurde zum Schutz der
Privatsphäre des Besitzers dieser E-Mail-Adresse (das sind Sie!) versendet.
Die doppelte Bestätigung garantiert, dass sich nur der Besitzer einer E-Mail-Adresse für eine Mailing-List";;;;
privacy_policy_block.html;Privacy Policy for, Mailing List Name:;Datenschutzerklärung für:;;;;
subscription_reminder.html;Forward this Message to a Friend;E-Mail an einen Freund weiterleiten;;;;
subscription_reminder.html;Subscription Reminder;Abonnement-Erinnerung;;;;
subscription_reminder.html;You're Subscribed to:;Sie haben folgende Mailing-Liste(n) abonniert:;;;;
subscription_reminder.html;using the address:;und verwenden dafür die E-Mail-Adresse:;;;;
subscription_reminder.html;Manage Your Subscription;Verwalten Sie Ihr Abonnement;;;;
subscription_reminder.html;Request Removal;Abonnement beenden;;;;
subscription_reminder.html;Unsubscribe Automatically;Sofort abmelden;;;;
trouble_viewing_message.html;having trouble viewing this message?;Sie haben Probleme mit der Darstellung dieser E-Mail?;;;;
trouble_viewing_message.html;read it online;Lesen Sie diese E-Mail im Browser;;;;
